,0
17521,4513
17522,4498
17523,3148
17524,2649
17525,2552
17526,1830
17527,931
17528,633
17529,659
17530,606
17531,1347
17532,2484
17533,3286
17534,3755
17535,4369
17536,4052
17537,3278
17538,1813
17539,1415
17540,476
17541,270
17542,410
17543,2672
17544,5532
17545,6234
17546,5670
17547,4637
17548,4057
17549,4235
17550,4667
17551,5618
17552,6053
17553,2834
17554,1902
17555,1389
17556,489
17557,351
17558,309
17559,2692
17560,5734
17561,6525
17562,5762
17563,4836
17564,4166
17565,4671
17566,4708
17567,5188
17568,6487
17569,4306
17570,2492
17571,1432
17572,972
17573,757
17574,555
17575,426
17576,475
17577,1007
17578,2772
17579,5765
17580,6716
17581,5104
17582,4568
17583,4699
17584,4889
17585,5623
17586,6071
17587,2815
17588,2077
17589,926
17590,558
17591,323
17592,315
17593,524
17594,1081
17595,2842
17596,6270
17597,4839
17598,4517
17599,4879
17600,4738
17601,5811
17602,6438
17603,3099
17604,2910
17605,1241
17606,628
17607,359
17608,401
17609,815
17610,2547
17611,5960
17612,4749
17613,4428
17614,4879
17615,4933
17616,5548
17617,5982
17618,3233
17619,2506
17620,1514
17621,1107
17622,690
17623,480
17624,273
17625,850
17626,1885
17627,3908
17628,4984
17629,4570
17630,4237
17631,3861
17632,2491
17633,2172
17634,1107
17635,480
17636,273
17637,748
17638,1721
17639,2779
17640,3919
17641,3973
17642,3393
17643,3258
17644,3601
17645,3240
17646,2501
17647,2941
17648,805
17649,483
17650,269
17651,284
17652,830
17653,4873
17654,5494
17655,3921
17656,4135
17657,4477
17658,5540
17659,5310
17660,2535
17661,1963
17662,1215
17663,484
17664,326
17665,331
17666,863
17667,2577
17668,5285
17669,5207
17670,4070
17671,4221
17672,4636
17673,5638
17674,6062
17675,2972
17676,3424
17677,1049
17678,655
17679,486
17680,948
17681,5587
17682,6191
17683,4222
17684,4639
17685,5167
17686,6636
17687,4648
17688,2702
17689,1587
17690,1049
17691,351
17692,835
17693,5136
17694,5714
17695,4297
17696,4754
17697,5462
17698,6713
17699,4437
17700,2826
17701,1871
17702,753
17703,481
17704,829
17705,5394
17706,5502
17707,4447
17708,5154
17709,5563
17710,6483
17711,4799
17712,2942
17713,3324
17714,1700
17715,1467
17716,1033
17717,738
17718,688
17719,1211
17720,1870
17721,2603
17722,3746
17723,4207
17724,4601
17725,4632
17726,4636
17727,3917
17728,2683
17729,2349
17730,2082
17731,1065
17732,644
17733,343
17734,466
17735,929
17736,1430
17737,1988
17738,2524
17739,2857
17740,3172
17741,3954
17742,3746
17743,3749
17744,2891
17745,2084
17746,1284
17747,977
17748,335
17749,263
17750,2124
17751,4199
17752,4193
17753,3497
17754,3709
17755,3919
17756,4133
17757,4738
17758,4883
17759,3669
17760,2141
17761,1416
17762,775
17763,520
17764,1144
17765,5669
17766,5883
17767,4416
17768,4757
17769,5079
17770,6735
17771,4510
17772,2660
17773,2388
17774,997
17775,319
17776,254
17777,345
17778,2593
17779,5705
17780,5122
17781,4402
17782,4688
17783,4740
17784,5661
17785,6494
17786,3183
17787,2338
17788,1017
17789,539
17790,335
17791,319
17792,874
17793,6227
17794,4823
17795,4545
17796,4906
17797,5246
17798,6708
17799,4269
17800,2998
17801,2010
17802,850
17803,585
17804,966
17805,5538
17806,5460
17807,4469
17808,5346
17809,5529
17810,6630
17811,4660
17812,2890
17813,2837
17814,1894
17815,1313
17816,827
17817,440
17818,1173
17819,1508
17820,3330
17821,4385
17822,4806
17823,4610
17824,4894
17825,4253
17826,2789
17827,3965
17828,2034
17829,1313
17830,827
17831,664
17832,440
17833,520
17834,825
17835,1895
17836,3093
17837,3590
17838,4166
17839,3865
17840,4120
17841,2702
17842,2463
17843,1035
17844,461
17845,260
17846,322
17847,5034
17848,5511
17849,4801
17850,4100
17851,4326
17852,4805
17853,6309
17854,4332
17855,2303
17856,2826
17857,1598
17858,314
17859,279
17860,326
17861,2747
17862,5407
17863,4915
17864,4148
17865,4541
17866,5067
17867,6600
17868,4439
17869,3703
17870,1745
17871,995
17872,550
17873,274
17874,345
17875,844
17876,5876
17877,6507
17878,6312
17879,4355
17880,4706
17881,4805
17882,6649
17883,4689
17884,2726
17885,2481
17886,1684
17887,955
17888,544
17889,365
17890,347
17891,2729
17892,5713
17893,6583
17894,5815
17895,4488
17896,4644
17897,5033
17898,4955
17899,5834
17900,6180
17901,3402
17902,2900
17903,2098
17904,1273
17905,649
17906,416
17907,286
17908,384
17909,792
17910,2569
17911,5473
17912,6425
17913,5591
17914,4809
17915,4439
17916,5040
17917,5428
17918,5223
17919,6042
17920,6536
17921,6047
17922,3653
17923,2834
17924,2518
17925,1622
17926,1267
17927,850
17928,664
17929,469
17930,408
17931,1606
17932,4379
17933,4866
17934,5051
17935,5145
17936,3045
17937,1267
17938,642
17939,401
17940,516
17941,858
17942,1198
17943,2231
17944,3476
17945,3684
17946,4794
17947,4929
17948,4917
17949,3067
17950,2020
17951,1450
17952,540
17953,312
17954,340
17955,2862
17956,6323
17957,5128
17958,4584
17959,4739
17960,4756
17961,5642
17962,6071
17963,4412
17964,3096
17965,2174
17966,1569
17967,580
17968,315
17969,355
17970,881
17971,2827
17972,5687
17973,6622
17974,5526
17975,5097
17976,4282
17977,4093
17978,4142
17979,3798
17980,3342
17981,2118
17982,1242
17983,918
17984,707
17985,572
17986,356
17987,217
17988,338
17989,899
17990,2402
17991,4155
17992,4172
17993,3853
17994,3679
17995,3571
17996,3889
17997,4675
17998,5814
17999,4316
18000,3056
18001,2302
18002,1545
18003,1001
18004,565
18005,358
18006,300
18007,342
18008,905
18009,2766
18010,5525
18011,6158
18012,5383
18013,4392
18014,4422
18015,5252
18016,5643
18017,4557
18018,2981
18019,2777
18020,1166
18021,657
18022,360
18023,325
18024,323
18025,787
18026,5180
18027,6390
18028,5716
18029,5039
18030,4538
18031,4990
18032,5304
18033,5282
18034,5662
18035,6005
18036,6824
18037,6303
18038,4688
18039,3724
18040,2997
18041,3139
18042,2920
18043,1713
18044,1254
18045,770
18046,704
18047,469
18048,408
18049,912
18050,1247
18051,1606
18052,2704
18053,2830
18054,3479
18055,3801
18056,4308
18057,4548
18058,4397
18059,5533
18060,5274
18061,4933
18062,4434
18063,3996
18064,3047
18065,3034
18066,3615
18067,2239
18068,1254
18069,770
18070,704
18071,407
18072,401
18073,516
18074,858
18075,1198
18076,2063
18077,2830
18078,3479
18079,3801
18080,4308
18081,4548
18082,4397
18083,4344
18084,4466
18085,3386
18086,2195
18087,1618
18088,1744
18089,2237
18090,2257
18091,930
18092,444
18093,295
18094,231
18095,315
18096,831
18097,2665
18098,5385
18099,6377
18100,5471
18101,4724
18102,3996
18103,4229
18104,4462
18105,4494
18106,4924
18107,5406
18108,6301
18109,6185
18110,4544
18111,2850
18112,2496
18113,2145
18114,1638
18115,1407
18116,713
18117,425
18118,430
18119,555
18120,1072
18121,2847
18122,5691
18123,6778
18124,5947
18125,5151
18126,4253
18127,4514
18128,4768
18129,4928
18130,5384
18131,5841
18132,6263
18133,6321
18134,4523
18135,3065
18136,2863
18137,1129
18138,550
18139,349
18140,337
18141,885
18142,2791
18143,6768
18144,5287
18145,4558
18146,4489
18147,4876
18148,5190
18149,6671
18150,6820
18151,3296
18152,2911
18153,2374
18154,1518
18155,1011
18156,567
18157,365
18158,283
18159,329
18160,930
18161,5292
18162,5965
18163,5017
18164,4662
18165,5115
18166,5089
18167,5604
18168,6764
18169,4817
18170,3036
18171,3233
18172,3531
18173,1291
18174,719
18175,414
18176,365
18177,2514
18178,5215
18179,6146
18180,5152
18181,5165
18182,5382
18183,5639
18184,5858
18185,6570
18186,5975
18187,3891
18188,3113
18189,3523
18190,2520
18191,1660
18192,1328
18193,966
18194,821
18195,408
18196,912
18197,1247
18198,1606
18199,2704
18200,3628
18201,4842
18202,5031
18203,4840
18204,5190
18205,4139
18206,3832
18207,3223
18208,2301
18209,2868
18210,2582
18211,1963
18212,1328
18213,966
18214,821
18215,407
18216,401
18217,516
18218,858
18219,1198
18220,2063
18221,3628
18222,4041
18223,4842
18224,4840
18225,4368
18226,3223
18227,2301
18228,2024
18229,2259
18230,2161
18231,785
18232,553
18233,427
18234,450
18235,828
18236,2487
18237,4761
18238,5295
18239,4694
18240,4295
18241,4047
18242,4220
18243,4710
18244,4889
18245,5307
18246,4092
18247,2999
18248,2147
18249,964
18250,514
18251,340
18252,325
18253,869
18254,2714
18255,5526
18256,6246
18257,5127
18258,4455
18259,4784
18260,5168
18261,5755
18262,6009
18263,3139
18264,2423
18265,1944
18266,965
18267,517
18268,368
18269,267
18270,338
18271,907
18272,2741
18273,5973
18274,4598
18275,4845
18276,5300
18277,5826
18278,6898
18279,4716
18280,3316
18281,2883
18282,2503
18283,1862
18284,1069
18285,598
18286,356
18287,266
18288,2683
18289,6593
18290,5036
18291,4931
18292,5028
18293,5493
18294,6788
18295,4739
18296,3043
18297,2283
18298,1103
18299,708
18300,344
18301,2539
18302,6501
18303,5170
18304,4878
18305,5411
18306,5567
18307,6152
18308,3757
18309,3102
18310,1956
18311,1108
18312,714
18313,421
18314,641
18315,2085
18316,3777
18317,4637
18318,5458
18319,5775
18320,5164
18321,4620
18322,3482
18323,3332
18324,1987
18325,1353
18326,803
18327,620
18328,307
18329,748
18330,1907
18331,3695
18332,5427
18333,5211
18334,4751
18335,4577
18336,3693
18337,2407
18338,2005
18339,959
18340,511
18341,321
18342,264
18343,863
18344,2677
18345,5816
18346,6744
18347,4936
18348,4185
18349,4639
18350,5223
18351,5560
18352,6160
18353,3031
18354,2496
18355,2070
18356,1459
18357,912
18358,518
18359,315
18360,266
18361,314
18362,897
18363,5652
18364,5453
18365,5556
18366,5142
18367,4321
18368,4405
18369,4791
18370,5687
18371,6308
18372,3115
18373,3442
18374,3152
18375,1147
18376,691
18377,453
18378,341
18379,431
18380,1100
18381,5845
18382,6437
18383,4626
18384,4677
18385,5332
18386,6132
18387,4692
18388,2962
18389,1730
18390,1052
18391,555
18392,354
18393,284
18394,2745
18395,5855
18396,6942
18397,5863
18398,5404
18399,4791
18400,5109
18401,5694
18402,7118
18403,5230
18404,3140
18405,2000
18406,1204
18407,721
18408,423
18409,373
18410,2585
18411,6641
18412,5154
18413,5425
18414,5467
18415,5836
18416,6601
18417,5367
18418,3775
18419,3591
18420,3075
18421,1891
18422,1420
18423,822
18424,554
18425,377
18426,686
18427,2056
18428,3935
18429,4608
18430,5136
18431,5167
18432,4939
18433,4592
18434,3496
18435,3778
18436,1420
18437,554
18438,394
18439,1033
18440,1985
18441,3609
18442,4360
18443,4548
18444,5169
18445,3942
18446,2423
18447,1488
18448,472
18449,270
18450,818
18451,5628
18452,5772
18453,4498
18454,4859
18455,4825
18456,5157
18457,6775
18458,4474
18459,2510
18460,1664
18461,1632
18462,453
18463,831
18464,5830
18465,5959
18466,5265
18467,4554
18468,4756
18469,5062
18470,5895
18471,6190
18472,3067
18473,3628
18474,1080
18475,676
18476,477
18477,454
18478,2880
18479,5821
18480,5341
18481,4601
18482,5072
18483,5918
18484,6599
18485,3487
18486,2581
18487,1369
18488,364
18489,306
18490,2775
18491,6836
18492,5364
18493,4936
18494,5124
18495,5932
18496,6551
18497,3283
18498,2256
18499,439
18500,367
18501,2546
18502,6677
18503,5472
18504,5663
18505,5361
18506,5960
18507,5979
18508,3606
18509,3036
18510,2540
18511,710
18512,400
18513,671
18514,2138
18515,3981
18516,5265
18517,4994
18518,4912
18519,4769
18520,3997
18521,3896
18522,2296
18523,1250
18524,984
18525,349
18526,302
18527,427
18528,796
18529,1987
18530,3902
18531,4443
18532,4465
18533,4199
18534,3641
18535,2457
18536,2904
18537,1028
18538,668
18539,351
18540,2783
18541,5870
18542,6860
18543,4675
18544,4557
18545,4859
18546,5579
18547,6053
18548,2973
18549,2030
18550,917
18551,529
18552,248
18553,903
18554,5774
18555,6003
18556,4406
18557,4780
18558,5349
18559,6953
18560,4778
18561,2713
18562,1566
18563,559
18564,279
18565,881
18566,5735
18567,6115
18568,4598
18569,5099
18570,5347
18571,6843
18572,4639
18573,2653
18574,1671
18575,585
18576,280
18577,896
18578,5764
18579,6009
18580,4489
18581,5247
18582,5188
18583,5640
18584,6823
18585,4794
18586,2875
18587,2754
18588,1210
18589,710
18590,441
18591,375
18592,2545
18593,5400
18594,6690
18595,4996
18596,5434
18597,5731
18598,5835
18599,6562
18600,5074
18601,3086
18602,2694
18603,2084
18604,863
18605,652
18606,439
18607,789
18608,2444
18609,3792
18610,4679
18611,5506
18612,5126
18613,5193
18614,5361
18615,4836
18616,3373
18617,3261
18618,3505
18619,2421
18620,1851
18621,999
18622,451
18623,469
18624,1091
18625,1693
18626,2401
18627,3301
18628,3608
18629,4257
18630,4647
18631,4370
18632,4218
18633,3065
18634,2377
18635,1943
18636,676
18637,351
18638,942
18639,2776
18640,5969
18641,4844
18642,4196
18643,4659
18644,4820
18645,5721
18646,6372
18647,3197
18648,2160
18649,1034
18650,598
18651,357
18652,335
18653,2683
18654,5375
18655,5771
18656,5214
18657,4516
18658,4584
18659,5085
18660,5185
18661,6503
18662,4460
18663,2831
18664,2458
18665,1776
18666,1002
18667,621
18668,400
18669,245
18670,876
18671,2704
18672,5656
18673,6712
18674,5422
18675,4536
18676,4980
18677,5059
18678,5170
18679,6976
18680,4827
18681,3156
18682,2722
18683,1748
18684,1144
18685,634
18686,419
18687,267
18688,337
18689,887
18690,2651
18691,5580
18692,6613
18693,6104
18694,5283
18695,4942
18696,5142
18697,5501
18698,5948
18699,6694
18700,6253
18701,4652
18702,3434
18703,3239
18704,2916
18705,2574
18706,1450
18707,632
18708,404
18709,290
18710,348
18711,900
18712,2577
18713,5192
18714,6111
18715,5414
18716,4796
18717,5219
18718,5695
18719,5490
18720,6218
18721,5954
18722,4836
18723,2913
18724,3203
18725,1774
18726,1155
18727,669
18728,586
18729,385
18730,360
18731,689
18732,1941
18733,3125
18734,3637
18735,4302
18736,4717
18737,5108
18738,4806
18739,4793
18740,6371
18741,4256
18742,3626
18743,2021
18744,975
18745,606
18746,943
18747,2093
18748,2858
18749,3608
18750,3917
18751,4757
18752,4760
18753,4356
18754,3470
18755,2721
18756,2040
18757,992
18758,591
18759,353
18760,304
18761,318
18762,858
18763,5468
18764,6536
18765,5884
18766,4258
18767,4535
18768,4843
18769,5260
18770,5832
18771,6321
18772,3282
18773,2178
18774,1520
18775,951
18776,536
18777,383
18778,288
18779,884
18780,5649
18781,6137
18782,5252
18783,4609
18784,4952
18785,5061
18786,5165
18787,5882
18788,6328
18789,3456
18790,2993
18791,1279
18792,723
18793,431
18794,349
18795,990
18796,2844
18797,5544
18798,6945
18799,5117
18800,4504
18801,4725
18802,4819
18803,5154
18804,5633
18805,3870
18806,2713
18807,1555
18808,915
18809,545
18810,342
18811,262
18812,351
18813,2616
18814,6381
18815,5018
18816,4428
18817,4670
18818,5201
18819,5943
18820,6382
18821,4728
18822,3772
18823,3710
18824,1436
18825,820
18826,494
18827,391
18828,357
18829,2106
18830,4695
18831,5509
18832,5170
18833,4671
18834,4845
18835,5698
18836,5553
18837,5800
18838,5518
18839,3681
18840,2913
18841,1702
18842,1328
18843,727
18844,484
18845,670
18846,2608
18847,3961
18848,4205
18849,4683
18850,4319
18851,4418
18852,3348
18853,2710
18854,1797
18855,1064
18856,632
18857,344
18858,240
18859,372
18860,737
18861,1670
18862,2450
18863,3240
18864,3858
18865,4083
18866,3570
18867,3662
18868,2675
18869,2275
18870,1808
18871,533
18872,299
18873,266
18874,302
18875,2584
18876,5429
18877,6412
18878,4949
18879,4533
18880,5028
18881,5033
18882,5817
18883,6333
18884,3343
18885,2298
18886,1645
18887,607
18888,379
18889,333
18890,843
18891,2666
18892,5513
18893,6786
18894,5928
18895,5397
18896,4527
18897,5156
18898,5161
18899,5606
18900,7083
18901,4758
18902,3051
18903,2839
18904,586
18905,299
18906,879
18907,5262
18908,5923
18909,4527
18910,4629
18911,5027
18912,4939
18913,5999
18914,6672
18915,4784
18916,2574
18917,1082
18918,375
18919,279
18920,339
18921,2666
18922,5420
18923,6284
18924,5980
18925,4733
18926,5020
18927,5294
18928,5725
18929,6789
18930,4758
18931,3568
18932,2998
18933,731
18934,458
18935,378
18936,2539
18937,5117
18938,6558
18939,5290
18940,5439
18941,5597
18942,5889
18943,6830
18944,5129
18945,3329
18946,3085
18947,1492
18948,744
18949,452
18950,1467
18951,3145
18952,4326
18953,4823
18954,5023
18955,4930
18956,4859
18957,4622
18958,4071
18959,2865
18960,2938
18961,3339
18962,1595
18963,744
18964,452
18965,1210
18966,2484
18967,2907
18968,4137
18969,4950
18970,4695
18971,4318
18972,3992
18973,2884
18974,2158
18975,1081
18976,595
18977,285
18978,867
18979,2632
18980,5684
18981,6549
18982,5124
18983,4363
18984,4804
18985,4880
18986,5249
18987,6422
18988,4286
18989,2495
18990,2256
18991,1648
18992,1116
18993,572
18994,353
18995,280
18996,317
18997,833
18998,5857
18999,6904
19000,6246
19001,5155
19002,4350
19003,4793
19004,4951
19005,4876
19006,5650
19007,6598
19008,6213
19009,4531
19010,3245
19011,4031
19012,2558
19013,1152
19014,656
19015,388
19016,292
19017,301
19018,876
19019,2750
19020,5699
19021,6970
19022,6251
19023,5387
19024,4759
19025,4866
19026,5211
19027,4961
19028,5410
19029,6670
19030,6466
19031,4540
19032,3334
19033,2779
19034,2476
19035,982
19036,600
19037,357
19038,260
19039,332
19040,855
19041,2721
19042,5709
19043,6731
19044,5941
19045,5303
19046,4782
19047,4994
19048,5218
19049,5285
19050,5847
19051,6316
19052,4697
19053,3479
19054,2999
19055,3057
19056,739
19057,398
19058,365
19059,402
19060,783
19061,2556
19062,5529
19063,6670
19064,5939
19065,5038
19066,4539
19067,4989
19068,5329
19069,5418
19070,5818
19071,6670
19072,6030
19073,4696
19074,3919
19075,3282
19076,2552
19077,1777
19078,1289
19079,751
19080,571
19081,368
19082,382
19083,712
19084,1539
19085,2294
19086,3210
19087,3928
19088,4434
19089,5108
19090,5095
19091,5083
19092,4873
19093,4590
19094,4393
19095,3565
19096,4490
19097,3360
19098,2071
19099,1289
19100,751
19101,368
19102,382
19103,654
19104,1351
19105,2759
19106,3364
19107,3636
19108,4184
19109,4811
19110,4807
19111,4513
19112,4238
19113,3509
19114,2449
19115,1724
19116,1139
19117,522
19118,342
19119,269
19120,849
19121,2719
19122,6877
19123,6024
19124,5294
19125,4844
19126,5303
19127,5407
19128,6679
19129,4663
19130,2786
19131,2214
19132,1501
19133,1018
19134,586
19135,257
19136,307
19137,837
19138,6127
19139,6456
19140,6199
19141,5635
19142,4887
19143,5055
19144,5268
19145,6186
19146,6445
19147,4695
19148,2747
19149,2016
19150,1946
19151,689
19152,452
19153,378
19154,418
19155,1003
19156,2979
19157,6180
19158,7084
19159,6150
19160,5483
19161,4354
19162,4515
19163,5296
19164,6147
19165,6764
19166,3540
19167,3257
19168,1993
19169,1106
19170,648
19171,398
19172,360
19173,864
19174,2836
19175,6052
19176,6876
19177,6171
19178,5407
19179,5032
19180,5267
19181,5324
19182,5334
19183,5672
19184,6140
19185,6991
19186,4686
19187,3777
19188,3595
19189,3059
19190,2424
19191,1348
19192,798
19193,451
19194,323
19195,349
19196,826
19197,2586
19198,5731
19199,6806
19200,5278
19201,5101
19202,5440
19203,5816
19204,5832
19205,6318
19206,5916
19207,5886
19208,4033
19209,3412
19210,3258
19211,3127
19212,1865
19213,1336
19214,788
19215,638
19216,405
19217,413
19218,745
19219,1442
19220,2202
19221,3475
19222,4321
19223,4595
19224,5146
19225,5371
19226,4807
19227,4823
19228,4590
19229,4552
19230,4059
19231,3261
19232,3231
19233,3487
19234,2511
19235,1388
19236,830
19237,648
19238,395
19239,390
19240,629
19241,1180
19242,1734
19243,2116
19244,3117
19245,3847
19246,4724
19247,4722
19248,4661
19249,4671
19250,4426
19251,3125
19252,2569
19253,1801
19254,1036
19255,588
19256,370
19257,310
19258,299
19259,840
19260,2687
19261,5872
19262,6901
19263,6328
19264,5246
19265,4587
19266,4692
19267,4899
19268,5433
19269,5850
19270,6660
19271,6456
19272,4757
19273,3219
19274,2739
19275,2315
19276,3626
19277,1644
19278,626
19279,338
19280,267
19281,315
19282,862
19283,2722
19284,5770
19285,6965
19286,6332
19287,5582
19288,4702
19289,5089
19290,5138
19291,5282
19292,6082
19293,6899
19294,6210
19295,4746
19296,3448
19297,3016
19298,2843
19299,1777
19300,1043
19301,538
19302,381
19303,275
19304,350
19305,941
19306,2859
19307,6100
19308,7192
19309,6405
19310,5392
19311,4852
19312,5038
19313,5242
19314,5281
19315,5745
19316,6701
19317,6574
19318,4808
19319,3634
19320,3223
19321,2833
19322,2112
19323,2910
19324,1381
19325,417
19326,327
19327,338
19328,856
19329,2781
19330,5955
19331,7260
19332,6303
19333,4648
19334,4734
19335,4884
19336,5197
19337,5106
19338,5677
19339,5994
19340,6864
19341,6736
19342,5021
19343,3962
19344,3511
19345,3166
19346,3196
19347,2737
19348,983
19349,948
19350,442
19351,418
19352,921
19353,2824
19354,6035
19355,7241
19356,6166
19357,5388
19358,4993
19359,5228
19360,5640
19361,5521
19362,5816
19363,6604
19364,4910
19365,3974
19366,3527
19367,2991
19368,2181
19369,1677
19370,935
19371,736
19372,405
19373,413
19374,745
19375,1442
19376,2202
19377,3497
19378,4366
19379,4482
19380,5285
19381,5057
19382,4855
19383,4755
19384,4687
19385,4444
19386,3340
19387,3497
19388,3000
19389,2256
19390,1867
19391,1063
19392,822
19393,395
19394,390
19395,629
19396,1180
19397,1734
19398,2620
19399,2907
19400,3494
19401,3929
19402,4349
19403,4779
19404,4347
19405,4087
19406,4461
19407,5823
19408,3260
19409,2577
19410,2269
19411,1609
19412,966
19413,513
19414,334
19415,264
19416,337
19417,830
19418,2776
19419,5901
19420,6807
19421,5521
19422,4226
19423,4510
19424,4678
19425,4860
19426,5847
19427,6552
19428,6253
19429,4681
19430,3233
19431,2820
19432,2489
19433,1491
19434,971
19435,545
19436,360
19437,252
19438,332
19439,839
19440,6015
19441,7149
19442,6326
19443,5321
19444,5985
19445,6505
19446,3429
19447,2521
19448,1053
19449,354
19450,327
19451,866
19452,2918
19453,5964
19454,7076
19455,6518
19456,5296
19457,4941
19458,5122
19459,6115
19460,6237
19461,1012
19462,600
19463,365
19464,275
19465,336
19466,877
19467,2772
19468,5517
19469,6154
19470,5691
19471,5536
19472,4655
19473,4894
19474,5094
19475,5237
19476,5572
19477,5967
19478,6554
19479,6048
19480,4884
19481,3464
19482,2934
19483,2819
19484,1993
19485,1309
19486,597
19487,458
19488,357
19489,398
19490,810
19491,2665
19492,5813
19493,6904
19494,5464
19495,5221
19496,4952
19497,5296
19498,5736
19499,5553
19500,5842
19501,6258
19502,6631
19503,5959
19504,4888
19505,2433
19506,950
19507,872
19508,808
19509,526
19510,1506
19511,862
19512,687
19513,405
19514,413
19515,745
19516,1442
19517,2202
19518,3400
19519,4239
19520,4476
19521,4924
19522,5266
19523,4982
19524,4880
19525,4782
19526,4740
19527,4648
19528,4334
19529,3710
19530,3347
19531,3494
19532,3170
19533,2348
19534,1628
19535,946
19536,735
19537,395
19538,390
19539,629
19540,1180
19541,1734
19542,2453
19543,2996
19544,3601
19545,4049
19546,4526
19547,4756
19548,4514
19549,4377
19550,4557
19551,5102
19552,4051
19553,3351
19554,2784
19555,2364
19556,1696
19557,1025
19558,171
19559,149
19560,123
19561,163
19562,702
19563,2766
19564,5639
19565,6457
19566,5804
19567,5032
19568,4345
19569,4459
19570,4665
19571,4715
19572,5044
19573,5476
19574,6020
19575,5671
19576,4148
19577,3028
19578,2858
19579,2748
19580,1821
19581,911
19582,568
19583,364
19584,281
19585,326
19586,861
19587,2878
19588,6083
19589,6952
19590,6325
19591,5476
19592,4694
19593,4725
19594,4874
19595,4965
19596,5389
19597,5857
19598,6339
19599,6023
19600,4254
19601,3212
19602,2801
19603,2363
19604,1708
19605,1092
19606,826
19607,774
19608,867
19609,799
19610,1021
19611,3119
19612,6151
19613,6131
19614,6446
19615,5423
19616,4693
19617,4841
19618,4968
19619,4974
19620,5211
19621,5769
19622,6472
19623,6180
19624,4681
19625,3599
19626,3139
19627,2655
19628,1791
19629,1084
19630,1219
19631,673
19632,323
19633,360
19634,947
19635,2917
19636,6146
19637,7130
19638,6299
19639,5244
19640,4425
19641,4980
19642,5136
19643,5226
19644,5567
19645,5947
19646,6539
19647,6274
19648,4970
19649,3733
19650,3153
19651,2983
19652,2659
19653,2183
19654,803
19655,553
19656,382
19657,390
19658,813
19659,2663
19660,5706
19661,6568
19662,5690
19663,5306
19664,4927
19665,5314
19666,5431
19667,5241
19668,5510
19669,5833
19670,5966
19671,4878
19672,4609
19673,3685
19674,3345
19675,3293
19676,2961
19677,2077
19678,1519
19679,890
19680,630
19681,420
19682,367
19683,723
19684,1347
19685,2182
19686,3139
19687,4085
19688,4252
19689,4466
19690,4895
19691,4952
19692,4956
19693,4780
19694,4618
19695,4362
19696,4401
19697,3795
19698,3436
19699,3242
19700,3240
19701,2215
19702,1620
19703,890
19704,630
19705,420
19706,367
19707,599
19708,1037
19709,1623
19710,2097
19711,3104
19712,3857
19713,4045
19714,4294
19715,4752
19716,4772
19717,4846
19718,4891
19719,4420
19720,4276
19721,4046
19722,3536
19723,2701
19724,1871
19725,1144
19726,596
19727,351
19728,264
19729,304
19730,854
19731,2781
19732,5902
19733,6876
19734,5932
19735,4917
19736,4439
19737,4643
19738,5019
19739,4830
19740,4915
19741,5333
19742,6334
19743,5922
19744,4353
19745,3083
19746,2650
19747,2543
19748,1478
19749,891
19750,525
19751,343
19752,213
19753,300
19754,828
19755,2870
19756,5640
19757,6239
19758,5878
19759,5420
19760,4454
19761,4894
19762,4888
19763,4983
19764,5220
19765,5772
19766,6620
19767,6312
19768,4673
19769,3313
19770,2662
19771,2336
19772,1633
19773,1022
19774,523
19775,351
19776,263
19777,306
19778,870
19779,2867
19780,5898
19781,6929
19782,6087
19783,5127
19784,4786
19785,4918
19786,4925
19787,4966
19788,5329
19789,5660
19790,6321
19791,5786
19792,4413
19793,3243
19794,2749
19795,2499
19796,1798
19797,1075
19798,573
19799,356
19800,278
19801,317
19802,916
19803,2880
19804,6061
19805,6722
19806,6268
19807,5260
19808,4721
19809,4928
19810,5172
19811,5068
19812,5429
19813,5754
19814,6655
19815,6049
19816,4609
19817,3350
19818,3199
19819,2838
19820,2442
19821,1316
19822,645
19823,417
19824,303
19825,349
19826,844
19827,2676
19828,5592
19829,6102
19830,5340
19831,5101
19832,4736
19833,5115
19834,5454
19835,5368
19836,5563
19837,5830
19838,6350
19839,5419
19840,4788
19841,3865
19842,3309
19843,2983
19844,2615
19845,1873
19846,1257
19847,972
19848,822
19849,411
19850,486
19851,817
19852,1162
19853,1730
19854,2748
19855,3604
19856,3547
19857,4069
19858,4480
19859,4220
19860,4355
19861,4223
19862,4407
19863,4403
19864,4031
19865,3707
19866,3154
19867,3196
19868,3427
19869,2225
19870,1687
19871,972
19872,822
19873,411
19874,486
19875,698
19876,960
19877,1391
19878,2002
19879,2914
19880,3644
19881,3858
19882,4142
19883,4530
19884,4765
19885,4442
19886,5040
19887,4643
19888,4032
19889,3259
19890,3078
19891,2857
19892,2162
19893,1572
19894,667
19895,394
19896,285
19897,340
19898,854
19899,2855
19900,5922
19901,5853
19902,4907
19903,4389
19904,4564
19905,4837
19906,4703
19907,5165
19908,5598
19909,6144
19910,5648
19911,4297
19912,3077
19913,2764
19914,2846
19915,1806
19916,1035
19917,614
19918,372
19919,258
19920,324
19921,896
19922,2956
19923,6095
19924,6807
19925,6085
19926,5177
19927,4455
19928,4777
19929,4799
19930,4945
19931,5189
19932,5817
19933,6360
19934,6032
19935,4459
19936,2631
19937,2739
19938,2438
19939,1736
19940,1115
19941,588
19942,333
19943,302
19944,360
19945,905
19946,2982
19947,6045
19948,6669
